Id;Tweet;Categoria;Columna1;Fecha;Usuario;Ironia;Reclasificar;Twitero
1831;El pedido de Alberto Fernández a enfermeros de pueblos originarios tucumanos https://t.co/Sngq2V3iHe;Neutro;;6/22/2021;el tucumano;NO;Reclasificar;
1698;"Nuestro Plan es más Derechos y no AJUSTAR ..??

Alberto Fernández,
 Egresado de Colonia Montes de Oca https://t.co/J1ZfnNEmi1";Neutro;;6/23/2021;El Vikingo ®;NO;Reclasificar;
1278;Gestión Alberto Fernández y Cristina Kirchner https://t.co/p8VltTftSO;Neutro;;6/24/2021;Elaine Benes;NO;Reclasificar;
548;"Los mensajes de Alberto Fernández y Cristina Kirchner por la muerte de Horacio González

https://t.co/80Ek58vmHz";Neutro;;6/22/2021;elDiarioAR;NO;Reclasificar;
1344;"Los mensajes de Alberto Fernández y Cristina Kirchner por la muerte de Horacio González

???? https://t.co/80Ek58vmHz https://t.co/ooC0F2Kzkw";Neutro;;6/23/2021;elDiarioAR;NO;Reclasificar;
1367;"Pasarán las generales de la Ley ?
Alberto Fernández y Sergio Massa serán los próximos testigos en el juicio a Cristina Kirchner por la obra pública - Infobae https://t.co/u27TtrHwdg";Neutro;;6/23/2021;Ele#Soydel41;NO;Reclasificar;
1127;Señor presidente Alberto Fernández, necesito que salga el sol para que se seque la ropa.;Neutro;;6/23/2021;Emiliano Narvaez;SI;Reclasificar;
1356;Katopodis: “Alberto Fernández y Axel Kicillof estarán al frente de la campaña” https://t.co/ekfE6VpLSL;Neutro;;6/23/2021;En Linea Noticias;NO;Reclasificar;
779;"Alberto Fernández, ex-dircom de Endesa, nuevo asesor senior de Reti España
https://t.co/AEdeDOTT4P
#mediosdecomunicacion #comunicaciondigital #comunicacionaudiovisual #comunicacionsocial https://t.co/wdxBTX1sWg";Neutro;;6/22/2021;Espacio Dircom;NO;Reclasificar;
661;[EXCLUSIVO] Carolina Papaleo se refirió al sueño de construir un canal del Estado asociado a capitales extranjeros, un plan que lleva al hombro desde el año 2017 y que ya le presentó a Alberto Fernández. ?? https://t.co/nhyBNxhnwZ;Neutro;;6/22/2021;Exitoína;NO;Reclasificar;
1872;MUY FILOSA | Viviana Canosa  dijo en #VivianaConVos que Alberto Fernández @alferdez se entretiene con contenido erótico. Mirá el video. ?? https://t.co/rgPC6feoFj;Neutro;;6/24/2021;Exitoína;NO;Reclasificar;
1173;"#Carnes
El presidente Alberto Fernández se reunirá con representantes de la producción cárnica del país.
Se aguarda anuncio cuando está culmine de los ministros Kulfas y Basterra junto a un miembro de loa productores.

@FMLaPatriada";Neutro;;6/22/2021;Fabian Waldman;NO;Reclasificar;
746;Ayer compré un ventilador por Mercado Libre a un señor que se llama Alberto Fernández.;Neutro;;6/22/2021;Fd;NO;Reclasificar;
1621;SE SUSPENDIÓ LA VISITA DE ALBERTO FERNÁNDEZ A SAN LUIS - Apuntes de San Luis https://t.co/1isurCDLRj;Neutro;;6/23/2021;Feli Me Muero;NO;Reclasificar;
536;Fue un intelectual comprometido con la realidad de su patria y con las causas justas | Alberto Fernández despidió a Horacio González en Twitter  https://t.co/9cNvrucLes a través de @Pagina12;Neutro;;6/22/2021;Felino Fernandez;NO;Reclasificar;
561;"Los sentidos mensajes de Alberto Fernández y Cristina Kirchner para despedir a Horacio González
El presidente y la vicepresidenta se expresaron a través de sus redes sociales.

https://t.co/dir0mJ9i4v";Neutro;;6/22/2021;Felino Fernandez;NO;Reclasificar;
792;@GirautaOficial @ivanedlm Cómo Alberto Fernández, su amigo/socio;Neutro;;6/22/2021;Fernando;NO;Reclasificar;
1035;"@CinthiaDpp @BanzasGuillermo @horaciorlarreta @mauriciomacri @PatoBullrich @mariuvidal @elisacarrio Pero Lilita está acostumbrada. 
Apoyo y llamo a votar a NK en 2003. 
El resto son socios de Alberto Fernández desde 2001 en adelante.";Neutro;;6/23/2021;Fernando;NO;Reclasificar;
899;El recuerdo que hubo de ese árbol. Entrevista con David Huerta / Mario Alberto Medrano https://t.co/aYBb7wXrdr;Neutro;;6/23/2021;Fernando Fernández;NO;Reclasificar;
1655;Causa Vialidad: el tribunal citará a Alberto Fernández, Massa y Zannini como testigos https://t.co/gr5ZqWPeoE a través de @LANACION;Neutro;;6/23/2021;Fernando Romeo;NO;Reclasificar;
670;?? Sin Ley pandemia, el presidente Alberto Fernández se prepara para emitir un nuevo Decreto de Necesidad y Urgencia https://t.co/5YuI92ubrg;Neutro;;6/24/2021;Filo.news;NO;Reclasificar;
652;"?? #AHORA | El presidente Alberto Fernández, el Ministro de Desarrollo productivo, Matías Kulfas, y el Ministro de Agricultura, Luis Basterra, se encuentran reunidos con representantes del sector cárnico.
?? Se esperan anuncios

?? #Elmovil de #FMLaPatriada con @Fabianwaldman https://t.co/QhVrE2DHSb";Neutro;;6/22/2021;FM La Patriada;NO;Reclasificar;
1466;@luisevivanco Por si no sabías Argentina no tiene avión presidencial, Alberto Fernández alquilo el avión de Messi para ir a una cumbre el EEUU!!;Neutro;;6/22/2021;Francisco Córdova ????;NO;Reclasificar;
753;@loumygold conoces hasta a alberto fernandez;Neutro;;6/22/2021;gab lvs ari ???;NO;Reclasificar;
1132;Encuesta exclusiva de @MedicionesM: En qué departamentos les va mejor (y peor) a Suarez y Fernández https://t.co/RurtnrXKPt;Neutro;;6/23/2021;Gabriel Conte;NO;Reclasificar;
1365;"El periódico el espectro
El diario de la Santa muerte
                Noticias
Presidentes que se ganaron la medalla FAIL ARMY el presidente Andrés Manuel López Obrador 
Jair messias bolsonaro
Rodrigo Duarte 
Alberto Fernández
Daniel Ortega
Nicolas MADURO 
Felicidades  y mas";Neutro;;6/24/2021;gargola36;NO;Reclasificar;
767;"Santi_ese &gt; Alberto Fernández";Neutro;;6/24/2021;Gerardo Miñán;NO;Reclasificar;
751;"Urgente: 

Causa Vialidad: llaman a declarar como testigo a Alberto Fernández https://t.co/uPT5UZIusz";Neutro;;6/23/2021;Grace ?? ???;NO;Reclasificar;
332;Presidente de la Nación Alberto Fernandez: No Retiren el Quirófano Móvil de Bariloche - ¡Firmá la petición! https://t.co/RK98PUqkaP a través de @ChangeorgAR;Neutro;;6/22/2021;graciela somma;NO;Reclasificar;
1122;@LANACION El 7/1/2020 Alberto Fernández le retiró las credenciales diplomáticas,? dando por finalizada su “misión especial” en Argentina. Desde la Cancillería argentina precisaron que Trotta Gamus «estaba bajo el formato de misión especial» y «no como embajadora formalmente de Venezuela».;Neutro;;6/23/2021;Grossbirne;NO;Reclasificar;
571;Los mensajes de Alberto Fernández y Cristina Kirchner por la muerte de Horacio González https://t.co/rliXdvv8a3 vía @laprovinciabsas;Neutro;;6/22/2021;Grupo La Provincia;NO;Reclasificar;
881;Alberto Fernández participa de la apertura del Congreso Nacional Bancario https://t.co/RteFcL9Ffc vía @laprovinciabsas;Neutro;;6/23/2021;Grupo La Provincia;NO;Reclasificar;
1057;Reunión Alberto Fernández – Manzur: Situación epidemiológica, plan de obras para Tucumán y las economías regionales https://t.co/jJtidlN2hz a través de @GN Noticias;Neutro;;6/24/2021;Grupo Network Multimedios;NO;Reclasificar;
588;El gobierno del Prof. Alberto Fernandez, prohíbe por decreto la exportación de matambre, asado, vacío y otros 4 cortes. https://t.co/9ohUwihC2W;Neutro;;6/23/2021;Gustavo;NO;Reclasificar;
1678;Alberto Fernández es un lábil declarante. Fin.;Neutro;;6/23/2021;Gustavo Paura;NO;Reclasificar;
1827;@ElLocoLomelu Por hacerme pasar por Alberto Fernández;Neutro;;6/24/2021;Higuainista;NO;Reclasificar;
1808;Juicio por la obra pública en Santa Cruz: Alberto Fernández y Sergio Massa declararán como testigos  | El Tribunal Oral Federal 2 anunció que citará a los exjefes de Gabinete del kirchnerismo https://t.co/isy8nA5bhf a través de @Pagina12;Neutro;;6/24/2021;Horacio L.Zurita;NO;Reclasificar;
1016;Causa Vialidad: el tribunal citará a Alberto Fernández, Massa y Zannini como testigos https://t.co/PvUfsF9R0v a través de @LANACION;Neutro;;6/23/2021;Hugo Macchiavelli;NO;Reclasificar;
1091;"El presidente Alberto Fernández anunciará hoy un Plan Ganadero y un nuevo esquema para la exportación de carne vacuna, con el objetivo de aumentar la producción a unas 5 millones de toneladas anuales y asegurar el suministro a nivel doméstico.

https://t.co/dDjEBPYc5h";Positivo;;6/22/2021;Impacto Castex;NO;Reclasificar;
950;"#ActividadPresidencial
Alberto Fernández participa de la apertura del Congreso Nacional Bancario

https://t.co/7x8ip6Pe4m https://t.co/yqcGOX4WHZ";Neutro;;6/23/2021;Impulso Ciudadano Por La Red;NO;Reclasificar;
676;El Gobierno tiene como objetivo aumentar la producción a unas 5 millones de toneladas anuales y asegurar el suministro a nivel doméstico. Será a las 12.30. https://t.co/PgluzUwbvC;Positivo;;6/22/2021;INFO Mercury;NO;Reclasificar;
1159;Después de criticar a Alberto Fernández, la Mesa de Enlace pidió reunirse con Kicillof, Perotti, Schiaretti y otros gobernadores https://t.co/8AROvkn7Ew;Negativo;;6/23/2021;infobae;NO;Reclasificar;
935;Después de criticar a Alberto Fernández, la Mesa de Enlace pidió reunirse con Kicillof, Perotti, Schiaretti y otros gobernadores https://t.co/nsz2bWDeRp;Negativo;;6/23/2021;Infobae Economía;NO;Reclasificar;
1606;El plan secreto de Alberto Fernández y Martín Guzmán para pagar al Club de París en cuotas y sin punitorios https://t.co/dwo45Tj7xK;Neutro;;6/23/2021;Infobae Política;NO;Reclasificar;
1110;ESTE MIÉRCOLES | Alberto Fernández compartirá una actividad con Sergio Palazzo https://t.co/ReV5HCC9WX;Neutro;;6/23/2021;Infocielo;NO;Reclasificar;
1426;PRECIO DE LA CARNE | El presidente Alberto Fernández anuncia el Plan Ganadero este martes https://t.co/WE6toOioAl;Neutro;;6/22/2021;Infocielo;NO;Reclasificar;
872;Desaparecerán los animales de Macri. Alberto Fernández anunció diseños con imágenes de Güemes, San Martín y Belgrano. https://t.co/bGPgkczFGh;Neutro;;6/22/2021;INFODIG;NO;Reclasificar;
1148;El presidente Alberto Fernández firmó hoy un decreto por el cual se prohíbe la exportación de cortes cárnicos de consumo popular como asado, vacío, falda, matambre, cuadrada, tapa de asado y paleta, anunció el ministro de Desarrollo Productivo, Matías… https://t.co/dn3mIJsAhK;Neutro;;6/22/2021;INFODIG;NO;Reclasificar;
771;"Alberto Fernández anuncia el Plan Ganadero y un nuevo esquema para exportar carne 
https://t.co/kyvGtd8Amp";Neutro;;6/22/2021;Infonews;NO;Reclasificar;
648;Alberto Fernández en la inauguración del 48° Congreso Nacional Bancario @alferdez @alferdezprensa @CasaRosada @JuanPabloBiondi @SergioOPalazzo @La_Bancaria https://t.co/aoiDPckjDl;Neutro;;6/23/2021;Informe Norte;NO;Reclasificar;
1366;La decisión de #CristinaKirchner, consejos para Alberto Fernández y el publicista de Facundo Manes... https://t.co/6t288czR9R;Neutro;;6/24/2021;InfoSinBandera;NO;Reclasificar;
1492;Alberto Fernández y Sergio Massa serán los próximos testigos en el juicio a Cristina Kirchner por la obra pública - Infobae https://t.co/TJRAbdTOOI;Neutro;;6/23/2021;INSPIRACIÓN OMBÚ;NO;Reclasificar;
671;Alberto Fernández participa de la apertura del Congreso Nacional Bancario https://t.co/a43NqETAbc;Neutro;;6/23/2021;Interna Politica;NO;Reclasificar;
987;"El presidente Alberto Fernández encabezó un encuentro en la Casa Rosada con representantes de los sectores rurales, industriales y exportadores, para analizar el Plan Ganadero.

https://t.co/SLly0jhuuW";Neutro;;6/22/2021;IP Noticias;NO;Reclasificar;
1220;Quién es Leandro Santoro, el Alberto Fernández que quiere encabezar la lista del Frente de Todos en la Ciudad https://t.co/UPrT8bEI30 https://t.co/HwNCIcgHA2;Neutro;;6/22/2021;iProfesional;NO;Reclasificar;
1423;Alberto Fernández y Massa tendrán que declarar en juicio contra Cristina Kirchner https://t.co/9b8MN4PElA https://t.co/QYlD56M8s4;Neutro;;6/24/2021;iProfesional;NO;Reclasificar;
1109;@gines_fernandez @Alberto_MarGar @CitroenEspana @free2move_es @EuroNCAP @JoseLagunar @rivasportauto @AutoFmRadio Es un cuadriciclo aparte el objetivo de este coche es via urbana no interurbana;Neutro;;6/22/2021;isuriv ????;NO;Reclasificar;
1393;@laishawilkins Can’t take my eyes off you - Frankie Valli, El himno al Amor en cualquier versión, A mi manera menos con Vicente Fernández ni Rayito colombiano, Que suerte he tenido de nacer Alberto Cortez, To Sir with Love Lulu, Gracias a la vida, Me gustan los estudiantes Mercedes Sosa y más;Neutro;;6/22/2021;Jaribo;NO;Reclasificar;
545;"El Presidente despidió a Horacio González: Valoro el inmenso aporte que nos ha dejado

#ElVirusSonEllos
 https://t.co/ENNmFYK9Tv";Neutro;;6/22/2021;jess;NO;Reclasificar;
834;@Alberbel Pues mira, Alberto Fernández, sea lo que sea, lo que es el Consejo de Europa, lo que ha venido a decir es que EspaÑa, hoy por hoy, es un PAIS DE MIERDA y tu sabes que ha habido tiempos todavía peores. Se puede decir más profesional, más fino, pero la MIERDA, MIERDA ES-paÑa;Neutro;;6/22/2021;JMMore-Som el somni;NO;Reclasificar;
1012;@Angelalerena @Angelalerena Eso te lo dijo Alberto Fernández en un twit?;Neutro;;6/22/2021;Jonathan Levstik;NO;Reclasificar;
1770;"El Presidente d Argentina Alberto Fernández, derogó la semana pasada, las privatizadores d Empresas Centrales Térmicas, realizadas por el gobierno d Mauricio Macri, (2015_ 2019).
https://t.co/hjQV6H1l3h";Neutro;;6/23/2021;Jorge de la Lira;NO;Reclasificar;
1157;@sorrudeternalpa Declaración previsible del predecesor de Alberto Fernández.;Neutro;;6/24/2021;Jorge J Cortabarría;NO;Reclasificar;
1099;Cristóbal López pisa fuerte en la interna de Chubut y ya impuso un candidato que es asesor de Alberto Fernández - https://t.co/v4JE0fnKiT;Neutro;;6/24/2021;Jorge Sánchez;NO;Reclasificar;
700;[CASA ROSADA] El Gobierno analiza con gran recaudo los lugares que visitará este viernes en Córdoba, Alberto Fernández, por temor a protestas de productores locales. Varias veces postergada, la gira incluye hasta ahora a FAdeA y vía aérea recorrida de un tramo de la Autopista 19.;Neutro;;6/24/2021;Juan Pablo Peralta;NO;Reclasificar;
1658;El negacionismo de Alberto Fernández y el Winoy Tripantu (vuelta del año) Mapuche https://t.co/Ko5Xrx4nQ5;Neutro;;6/22/2021;Juliano Wexler;NO;Reclasificar;
714;Como olvidar cuando Alberto Fernández festejaba el gol a los ingleses en silencio en la visitante. (?) https://t.co/SrTxPjJXzt;Neutro;;6/22/2021;Julio Leiva;NO;Reclasificar;
1468;@AdriBoschMarti Creo que a los gobernadores peronistas les paso lo que a muchos, el que cambio del todo fue Alberto Fernández, que se convirtió al kirchnerismo más radicalizado y que es la única manera que tiene de gobernar. Massa juega solo y algunos lo mencionan;Neutro;;6/22/2021;Julioac13 (Cuenta Nueva);NO;Reclasificar;
1559;"En el video también queda claro el rol de la diputada nacional por Salta Verónica Caliva en la realización de la manifestación en apoyo a Alberto Fernández. Participa en la organización de la columna para seguir avanzando.
https://t.co/zXfrBWCTIb https://t.co/pLuDVUQofi";Neutro;;6/22/2021;Karmel;NO;Reclasificar;
1847;Alberto Fernández inauguró un nuevo método de comunicación https://t.co/sT9uWokZML via @LANACION;Neutro;;6/22/2021;Karmel;NO;Reclasificar;
1685;"Carne: Alberto Fernández anuncia acuerdo para exportar más| #LaDos ?? ?? ?
https://t.co/9TQcGi6d11?";Neutro;;6/22/2021;La Dos;NO;Reclasificar;
1205;"??Sin sonrojarse: Alberto Fernández dijo que su prioridad es que el sueldo de los trabajadores no se retrase
https://t.co/mAQhdXj6xT";Positivo;f;6/24/2021;La Izquierda Diario;NO;Reclasificar;
1272;Vialidad: a pedido de Cristina, el tribunal citará a Alberto Fernández, Carlos Zannini y Sergio Massa como testigos https://t.co/yPYoxYGUW8 https://t.co/gXoRXuFkfs;Neutro;;6/23/2021;LA NACION;NO;Reclasificar;
496;Los mensajes de Alberto Fernández y Cristina Kirchner por la muerte de Horacio González https://t.co/1A8HL3Nzs6;Neutro;;6/22/2021;La Nueva.;NO;Reclasificar;
1841;"?? CONGRESO NACIONAL BANCARIO
El Presidente de la Nación, Alberto Fernández, participará a través de videoconferencia de la apertura del 48° Congreso Nacional Bancario.";Neutro;;6/23/2021;LA RUEDA;NO;Reclasificar;
1101;Elecciones: un exministro criticó a Alberto Fernández y se sumó a la danza de nombres en Río Negro https://t.co/ocnFg5lxSA https://t.co/EG9cNA9cTP;Negativo;;6/23/2021;La Tecla Patagonia;NO;Reclasificar;
901;"Alberto Fernández participa de la apertura del Congreso Nacional Bancario
https://t.co/HfiAJb5cE2 https://t.co/2M5Y3Ef2Ym";Neutro;;6/23/2021;La Voz del Neuquén;NO;Reclasificar;
1549;@arielmun Jorge Rial, Coco Sily, Larreta, Alberto Fernández, Ofelia Fernández, Cerruti, Florencia Kirchner...;Neutro;;6/24/2021;LaCaracolera;NO;Reclasificar;
772;"Divididos en tres cordadas, Mikel Zabalza, Bernat Vilarrasa, Mikel Inoriza, Rubén Sanmartín, Javier Guzmán, Alberto Fernández y Roger Cararach ascienden un pilar con orientación suroeste (1.500 m, 6b+/M5) con tres vivacs

 https://t.co/Yi2Ng4O5ax";Neutro;;6/22/2021;Lamontañaqueveo;NO;Reclasificar;
803;@juanif__ Alberto - Angel - Fernandez;Neutro;;6/24/2021;Laszlo Panaflex;NO;Reclasificar;
1447;"Alberto Fernández visitará Córdoba por primera vez como presidente. Luego de varias postergaciones por distintos motivos, el presidente encabezará este viernes un acto en Fadea e inaugurará un tramo de la autopista 19. 

https://t.co/99EOD1E493";Neutro;;6/23/2021;LAVOZcomar;NO;Reclasificar;
1292;@BECKERCJ7 ALBERTO FERNANDEZ Y MACRI ??;Neutro;;6/24/2021;Leon;NO;Reclasificar;
610;"Ojalá y lo haga así sumamos unos puntitos más....

ALBERTO FERNÁNDEZ APUESTA A SU REELECCIÓN
El Presidente no tiene intenciones de ceder su candidatura en 2023, aunque la Vicepresidente sostenga que la continuidad de su proyecto político pertenece al  https://t.co/8HhaVGEo8F https://t.co/Cj6NFWXWZm";Neutro;;6/23/2021;lionel farias;NO;Reclasificar;
871;ALBERTO FERNANDEZ A LOS BANCARIOS https://t.co/vJwXn1ISbl a través de @YouTube;Neutro;;6/23/2021;Lorna Irina Gemetto;NO;Reclasificar;
1838;Lorna TV: ALBERTO FERNANDEZ A LOS BANCARIOS https://t.co/hnaXIiWzJt;Neutro;;6/23/2021;Lorna Irina Gemetto;NO;Reclasificar;
813;El Presidente cargó contra la oposición por las críticas en la demora de la administración de la segunda dosis en vacunas contra el coronavirus https://t.co/ErNdiHmQ6c https://t.co/8zAM8h5Rpx;Neutro;;6/23/2021;LOS ANDES;NO;Reclasificar;
1064;Alberto Fernández estará en Entre Ríos para inaugurar un tramo de la Autovía 18 https://t.co/kZkPBB7J7H;Neutro;;6/22/2021;LT15;NO;Reclasificar;
1230;El viernes vence el decreto vigente: Alberto Fernández prepara el DNU https://t.co/bXiz4d3BBx;Neutro;;6/24/2021;LT15;NO;Reclasificar;
1250;"Alberto Fernández, Sergio Massa y Jorge Capitanich declararán como testigos en una causa contra Cristina
https://t.co/acQ3CEYh82";Neutro;;6/23/2021;LT7 Noticias;NO;Reclasificar;
1409;@USDtin 2019, Alberto Fernández;Neutro;;6/22/2021;Lucio Porto;NO;Reclasificar;
1271;@FerIglesias Pues no, Juan Domingo Afroamericano-Alberto Fernandez Afroamericano https://t.co/9JIhpW6A5z;Neutro;;6/22/2021;Luis;NO;Reclasificar;
644;"#Noticias12 El presidente Alberto Fernández no fue la excepción y volcó en Twitter un mensaje para Liliana Herrero y el resto de la familia de tras el fallecimiento del recordado Horacio.

https://t.co/6LFXYTKQWk";Neutro;;6/23/2021;LV12RADIO;NO;Reclasificar;
1028;El gobernador Juan Manzur almorzó con Alberto Fernández https://t.co/kX4nvOebeA;Neutro;;6/23/2021;LV12RADIO;NO;Reclasificar;
543;@jinnberries @onIyskjn alberto fernandez fl0p;Neutro;;6/22/2021;Lyo;NO;Reclasificar;
846;@santiago_fabbro @rodrigo_zarate0 @karlvive @ernestorr Agrego a modo de información!!! https://t.co/cK7Mwpl3S2;Neutro;;6/22/2021;Maby;NO;Reclasificar;
1305;Decir lo que no se quiere decir: las boutades de Alberto Fernández - por @damianfp MDZ Online https://t.co/KlW48RSQ8f;Neutro;;6/22/2021;Maratón ComPol;NO;Reclasificar;
1640;El presidente Alberto Fernández visitará este viernes la planta de FAdeA y luego la Autovía Córdoba-San Francisco. https://t.co/1B7HzWV78t;Neutro;;6/24/2021;Marca Informativa Cba;NO;Reclasificar;
1307;SPUTNIK V | Alberto Fernández enfurecido con la oposición a partir de los reclamos por la segunda dosis. Al presidente se lo vio fuertemente contrariado con la oposición. Reuniones de última hora con Massa y Kicillof para definir la estrategia a seguir. | Por Román Lejtman. https://t.co/c6E7Ict5gU;Neutro;;6/23/2021;Marcelö;NO;Reclasificar;
1532;Destacó la importancia de tratar el proyecto que mandó el presidente Alberto Fernández, que contempla una serie de parámetros para regular las aperturas y restricciones en base a indicadores objetivos. Algunos dirigentes de la oposición se han quejado del contenido de los;Neutro;;6/22/2021;Marcelo Casaretto;NO;Reclasificar;
712;"??El Presidente Alberto Fernández?? ??????2??3????0??6????2??1?? ?????? encabezó un acto junto al Secretario General de la Asociación Bancaria, Sergio Palazzo y el Gobernador de la provincia de Buenos Aires, Axel Kicillof. #OposicionFake
https://t.co/bOWxK5aChE";Neutro;;6/24/2021;Marcelo Neumann;NO;Reclasificar;
1675;Alberto Fernández: Lo que más me importa es que el sueldo de los trabajadores no se retrase | El Presidente sostuvo que el daño que hizo Mauricio Macri fue incalculable https://t.co/ZPdaViEYnw a través de @Pagina12;Positivo;f;6/23/2021;maria bernaola;NO;Reclasificar;
1813;En su exposición, Solá formalizará ante el Comité el rechazo de la administración de Alberto Fernández a la creciente militarización británica en el archipiélago durante los últimos meses, que motivó reiterados reclamos de la Casa Rosada. https://t.co/F8uGEHwBJq;Neutro;;6/24/2021;María Luz Bogado????;NO;Reclasificar;
1543;Alberto Fernández y Sergio Massa serán los próximos testigos en el juicio a Cristina Kirchner por la obra pública - Infobae que #ATORRANTES  https://t.co/7UEg5W4Svl;Neutro;;6/23/2021;Maria Marta Peñalva;NO;Reclasificar;
615;@A24COM Alberto Fernández por moderado;Neutro;;6/23/2021;Mariana;NO;Reclasificar;
592;@pdenapo https://t.co/wLVbsUyuCZ YA ESTAMOS A LAS PUERTAS DE LOS 100MIL, O SEA QUE SE LE VAN A DAR LAS DOS COSAS JUNTAS.;Neutro;;6/23/2021;Mariano Foncuberta;NO;Reclasificar;
1432;La esposa del gobernador de Salta dio positivo por Covid-19 tras los actos con Alberto Fernández -  https://t.co/b1n7nKq2nf;Neutro;;6/22/2021;marta alicia aguilera ???????? FORMO PARTE DEL 41%;NO;Reclasificar;
1170;Alberto Fernández y Sergio Massa serán los próximos testigos en el juicio a Cristina Kirchner por la obra pública - Infobae https://t.co/Dj2yuGpBOj cumplirá su promesa @SergioMassa;Neutro;;6/23/2021;Martin;NO;Reclasificar;
1284;Alberto Fernández anuncia hoy un Plan Ganadero y un nuevo esquema exportador de carne vacuna  https://t.co/6U11RNqXoG;Neutro;;6/22/2021;Martin;NO;Reclasificar;
619;para no hacer largo el post y dejarlos con FLOR de intriga! desarrollare la carta de Alberto Fernandez y su parte arábigo de la perdida del cargo.;Neutro;;6/23/2021;Martín -;NO;Reclasificar;
1501;"Alberto Fernández, con el patrocinio de Gregorio Dalbón, iniciará acciones legales contra Patricia Bullrich y Elisa Carrió. 
Estamos a meses de ser Venezuela o Nicaragua.";Neutro;;6/22/2021;Martín Carrizo;NO;Reclasificar;
1806;"- Alberto Fernández: Hay que revisar el capitalismo.
- El capitalismo: https://t.co/Cl2NQhos8V";Neutro;;6/22/2021;Martín González;NO;Reclasificar;
1497;Juicio por la obra pública en Santa Cruz: Alberto y Massa declararán como testigos - https://t.co/6zxAZ2ABmH #HabraConsecuencias;Neutro;;6/24/2021;Mascarado Elven Gador;NO;Reclasificar;
1505;Pasamos de pedirle el título secundario a Ofelia Fernandez a dudar del título primario de Alberto. https://t.co/X9ovcd3beh;Neutro;;6/23/2021;Mateo;NO;Reclasificar;
653;@germuruaga @dalmaradona @AnibalGodoy7 Alberto Fernández? https://t.co/q2ixjPQlig;Neutro;;6/22/2021;Matias;NO;Reclasificar;
684;@nabradshaw96 @azulmowszet Igual este tipo ta loco, tiene ideas extremistas así de todo tipo, Alberto Fernández dice cosas suaves comparado con el.;Neutro;;6/23/2021;matias™;NO;Reclasificar;
1459;Ley pandemia: se enfría el tratamiento del proyecto en Diputados y Alberto Fernández deberá volver a emitir un DNU con restricciones - Infobae https://t.co/PNEPPAa5dJ;Neutro;;6/23/2021;Matilde Reri ????;NO;Reclasificar;
1249;"Vence el último DNU de Alberto Fernández y el Gobierno nacional está por definir cuáles serán las restricciones

https://t.co/1rM7W8zNSk";Neutro;;6/23/2021;MDZ online;NO;Reclasificar;
789;"Ayer se supo que Alberto Fernández había convocado a consulta al embajador argentino en ese país

https://t.co/he5X0jSqIE";Neutro;;6/22/2021;MDZ Radio;NO;Reclasificar;
1202;"A un mes del cierre de listas para las PASO, entra en la nota de @MendozaPost y enterate qué piensan los mendocinos sobre al Gobierno Provincial y Nacional.

????
https://t.co/S0bMBCy5GI";Neutro;;6/23/2021;MedicionesMendoza;NO;Reclasificar;
1040;Alberto Fernández inauguró el 48° Congreso Nacional Bancario https://t.co/hXY7oVRlLl https://t.co/X7QAzyu32r;Neutro;;6/23/2021;Medios El Independiente;NO;Reclasificar;
1387;"Encuesta: en qué departamentos les va mejor (y peor) a Suarez y Fernández
https://t.co/rcHepgHSnX";Neutro;;6/23/2021;Memo;NO;Reclasificar;
547;Alberto Fernández y Cristina Kirchner despidieron a Horacio González https://t.co/hW5G5U8MOR https://t.co/wEnKGI91dR;Neutro;;6/22/2021;Mendoza (ARG);NO;Reclasificar;
991;Macri le marca la cancha a María Eugenia Vidal https://t.co/vMsBTm5FS1;Neutro;;6/22/2021;Mendoza Post;NO;Reclasificar;
1241;Se enoja conchita y te saca pelotudo.     Alberto Fernández apuesta a su reelección, pese al deseo de Axel Kicillof y las pretensiones políticas de Cristina Kirchner - Infobae https://t.co/VV2hCkVR8j;Neutro;;6/22/2021;miguel angel;NO;Reclasificar;
591;? ???? @alferdez está a punto de llegar a los 100 DNU. https://t.co/CFcLKEJEYa;Neutro;;6/23/2021;Mil Patagonias;NO;Reclasificar;
1177;"?? | Alberto Fernández (@alferdez)  encabeza el acto del Congreso Nacional Bancario
https://t.co/AY8FHfxHaY";Neutro;;6/23/2021;Mil Patagonias;NO;Reclasificar;
1605;?? @alferdez sobre la Sputnik V: Ahora me piden que consiga la segunda dosis de veneno. https://t.co/uLzHlqq2GZ;Positivo;f;6/24/2021;Mil Patagonias;NO;Reclasificar;
519;"@CFKArgentina ?? El presidente @alferdez se expresó en Twitter tras la muerte de Horacio González, ex director de la Biblioteca Nacional
https://t.co/hgTvpT6qkJ";Neutro;;6/22/2021;minutouno;NO;Reclasificar;
1163;Merlo: Alberto Fernández, Axel Kicillof y el intendente Menéndez, en la promesa a la Bandera https://t.co/dRhP073w1J;Neutro;;6/22/2021;minutouno;NO;Reclasificar;
1674;Una maniobra astuta de Alberto Fernández lleva a la Argentina a estar cerca de presidir la CAF https://t.co/zPah6qiILp;Neutro;;6/24/2021;minutouno;NO;Reclasificar;
1795;Antes de anunciar el acuerdo de las carnes, Alberto Fernández se reunió con representantes del sector https://t.co/y6mtgFE4qM;Neutro;;6/22/2021;minutouno;NO;Reclasificar;
1825;Alberto participa de la apertura del Congreso Nacional Bancario https://t.co/pnuItSSwmZ;Neutro;;6/23/2021;minutouno;NO;Reclasificar;
